transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet,anomaly_montant,anomaly_score,is_anomaly,zscore_montant,anomaly_montant_z,zscore_score,anomaly_score_z,annee,mois,trimestre,jour_semaine,montant_eur_verifie,montant_eur_diff,categorie_risque,solde_net,nb_transactions,montant_moyen,nb_produits_distincts,taux_rejet
TXN000075,CLI0093,2023-01-05 06:21:00,-2845.62,EUR,1.0,-2845.62,Virement,Credit Consommation,Marseille-Vieux-Port,Debit,Rejete,786.0,Premium,7831.76,,False,False,False,-0.18332096807793957,False,1.2404087593014905,False,2023.0,1.0,1.0,Thursday,-2845.62,0.0,Low,33736.19,20,-615.3765,8,0.05572755417956656
TXN000183,CLI0100,2023-12-14 11:54:00,-1400.69,EUR,1.0,-1400.69,Remboursement credit,Assurance Vie,Lille-Grand-Place,Debit,En attente,656.0,Standard,29549.4,,False,False,False,-0.0825479022593952,False,0.20245656719431931,False,2023.0,12.0,4.0,Thursday,-1400.69,0.0,Medium,32263.120000000003,21,-122.9685714285714,7,0.04205607476635514
TXN001212,CLI0022,2022-08-21 00:51:00,1202.5,GBP,0.86,1398.26,Virement international,Credit Consommation,Toulouse-Capitole,Credit,Complete,787.0,Premium,18732.08,,False,False,False,0.09900513990055482,False,1.2483930069330842,False,2022.0,8.0,3.0,Sunday,1398.2558139534883,0.004186046511676977,Low,224215.17,16,-11950.029375,8,0.06806282722513089
TXN000881,CLI0099,2023-12-24 11:57:00,-1916.46,EUR,1.0,-1916.46,Remboursement credit,Credit Immobilier,Nantes-Commerce,Debit,En attente,664.0,Standard,47909.06,,False,False,False,-0.11851900408248049,False,0.2663305482470683,False,2023.0,12.0,4.0,Sunday,-1916.46,0.0,Medium,100699.37000000001,14,-6830.029285714286,8,0.085
TXN000343,CLI0098,2022-07-20 13:08:00,2185.24,EUR,1.0,2185.24,Virement international,Livret A,Bordeaux-Meriadeck,Credit,Complete,580.0,Standard,43850.64,,False,False,False,0.16754390835474728,False,-0.4043462528067962,False,2022.0,7.0,3.0,Wednesday,2185.24,0.0,Medium,25020.480000000003,15,-866.908,8,0.04519774011299435
TXN000661,CLI0067,2023-10-21 10:13:03,1406.41,EUR,1.0,1406.41,Interets,Compte Courant,Paris-Centre,Credit,En attente,337.0,Risque,6772.91,,False,False,False,0.11322633805621592,False,-2.344518427284047,False,2023.0,10.0,4.0,Saturday,1406.41,0.0,High,17481.89,10,319.13700000000006,6,0.06578947368421052
TXN000847,CLI0032,2023-08-11 12:26:00,2578.15,EUR,1.0,2578.15,Interets,Credit Immobilier,Paris-Centre,Credit,Complete,621.0,Standard,25672.71,,False,False,False,0.19494644362688107,False,-0.07699209991145756,False,2023.0,8.0,3.0,Friday,2578.15,0.0,Medium,15232.73,11,-272.5554545454545,5,0.06578947368421052
TXN000955,CLI0079,2023-12-14 00:58:00,1845.78,EUR,1.0,1845.78,Virement,Assurance Vie,Paris-Centre,Credit,Complete,689.0,Standard,29588.84,,False,False,False,0.14386911101317149,False,0.46593673903690896,False,2023.0,12.0,4.0,Thursday,1845.78,0.0,Medium,22220.78,14,-114.12857142857149,7,0.06578947368421052
TXN000933,CLI0041,2022-08-06 15:59:00,-346.07,EUR,1.0,-346.07,Retrait DAB,Credit Consommation,Bordeaux-Meriadeck,Debit,Rejete,643.0,Standard,40446.92,,False,False,False,-0.008996041149477562,False,0.0986613479836022,False,2022.0,8.0,3.0,Saturday,-346.07,0.0,Medium,17809.0,14,-109.58714285714287,7,0.04519774011299435
TXN000267,CLI0007,2023-06-16 13:25:00,-1195.41,MAD,10.85,-110.18,Interets,Credit Consommation,Nantes-Commerce,Debit,Complete,635.0,Standard,35697.13,,False,False,False,-0.06823115684527079,False,0.03478736693085319,False,2023.0,6.0,2.0,Friday,-110.17603686635945,-0.003963133640553451,Medium,15911.36,15,-648.3413333333334,7,0.085
TXN000052,CLI0076,2024-05-31 03:50:03,2120.25,EUR,1.0,2120.25,Interets,Credit Consommation,Lyon-Part-Dieu,Credit,Complete,326.0,Risque,44415.74,,False,False,False,0.16301134169231576,False,-2.432345151231577,False,2024.0,5.0,2.0,Friday,2120.25,0.0,High,178556.43999999997,16,8980.465,8,0.04013377926421405
TXN000125,CLI0121,2022-10-09 00:35:00,-2934.84,USD,1.08,-2717.44,Prelevement,Credit Auto,Marseille-Vieux-Port,Debit,Complete,818.0,Premium,10052.85,,False,False,False,-0.1895433961072078,False,1.4959046835124865,False,2022.0,10.0,4.0,Sunday,-2717.4444444444443,0.00444444444428882,Low,24350.989999999998,15,339.64066666666673,7,0.05572755417956656
TXN001088,CLI0117,2024-04-13 19:17:00,-1503.19,EUR,1.0,-1503.19,Virement,Credit Auto,Lille-Grand-Place,Debit,Complete,645.0,Standard,47576.64,,False,False,False,-0.0896965110130378,False,0.11462984324678945,False,2024.0,4.0,2.0,Saturday,-1503.19,0.0,Medium,27208.629999999997,13,-908.4238461538462,6,0.04205607476635514
TXN000419,CLI0008,2023-12-01 12:42:00,85.89,EUR,1.0,85.89,Paiement CB,Credit Consommation,Nantes-Commerce,Credit,Complete,744.0,Premium,28687.64,,False,False,False,0.02112993970148299,False,0.9050703587745583,False,2023.0,12.0,4.0,Friday,85.89,0.0,Low,16691.41,9,-82.44555555555553,6,0.085
TXN000283,CLI0061,2022-07-02 03:53:00,-1743.75,EUR,1.0,-1743.75,Virement,Livret A,Marseille-Vieux-Port,Debit,Complete,645.0,Risque,3844.91,,False,False,False,-0.10647377268890378,False,0.11462984324678945,False,2022.0,7.0,3.0,Saturday,-1743.75,0.0,Medium,24671.9,13,103.00000000000007,6,0.05572755417956656
TXN001156,CLI0094,2024-01-17 07:20:00,-279.38,EUR,1.0,-279.38,Paiement CB,Credit Immobilier,Paris-Centre,Debit,Complete,435.0,Risque,41389.65,,False,False,False,-0.004344912195522198,False,-1.5620621593878719,False,2024.0,1.0,1.0,Wednesday,-279.38,0.0,High,24403.120000000003,10,-529.2079999999999,7,0.06578947368421052
TXN001681,CLI0066,2022-10-09 23:21:00,471.6,USD,1.08,436.67,Retrait DAB,PEA,Nice-Massena,Credit,Complete,656.0,Standard,7650.15,,False,False,False,0.04803032879775116,False,0.20245656719431931,False,2022.0,10.0,4.0,Sunday,436.6666666666667,0.0033333333333303017,Medium,11243.880000000001,8,-1287.585,5,0.07633587786259542
TXN000597,CLI0129,2024-08-16 04:05:00,-986.09,CHF,0.97,-1016.59,Interets,Credit Immobilier,Paris-Centre,Debit,Complete,573.0,Risque,15732.15,,False,False,False,-0.0536326516324662,False,-0.46023598622795153,False,2024.0,8.0,3.0,Friday,-1016.5876288659795,-0.002371134020563659,High,33604.45999999999,21,-736.64,8,0.06578947368421052
TXN001459,CLI0044,2024-04-01 03:29:00,-281.45,EUR,1.0,-281.45,Retrait DAB,Compte Courant,Lyon-Part-Dieu,Debit,Complete,469.0,Risque,49805.93,,False,False,False,-0.004489279221083564,False,-1.2905977399136885,False,2024.0,4.0,2.0,Monday,-281.45,0.0,High,24516.690000000002,14,100.59785714285711,6,0.04013377926421405
TXN001743,CLI0047,2022-11-19 21:47:00,85.15,GBP,0.86,99.01,Retrait DAB,Credit Consommation,Lyon-Part-Dieu,Credit,Complete,397.0,Standard,14708.48,,False,False,False,0.021078330233407917,False,-1.8654635693884296,False,2022.0,11.0,4.0,Saturday,99.01162790697676,-0.0016279069767506371,High,242832.69,18,-11814.642777777779,7,0.04013377926421405
TXN000652,CLI0007,2022-07-06 03:06:00,-4425.88,EUR,1.0,-4425.88,Virement international,Credit Immobilier,Nantes-Commerce,Debit,Complete,635.0,Standard,4572.47,,False,False,False,-0.29353228972702494,False,0.03478736693085319,False,2022.0,7.0,3.0,Wednesday,-4425.88,0.0,Medium,15911.36,15,-648.3413333333334,7,0.085
TXN000674,CLI0022,2024-02-12 10:56:00,-2550.69,CHF,0.97,-2629.58,Virement,Credit Immobilier,Toulouse-Capitole,Debit,Complete,787.0,Premium,40139.12,,False,False,False,-0.16275180534904385,False,1.2483930069330842,False,2024.0,2.0,1.0,Monday,-2629.577319587629,-0.00268041237086436,Low,224215.17,16,-11950.029375,8,0.06806282722513089
TXN000759,CLI0040,2023-04-06 22:47:00,45.23,GBP,0.86,52.59,Retrait DAB,Credit Immobilier,Nice-Massena,Credit,Complete,491.0,Risque,36397.03,,False,False,False,0.01829420865833072,False,-1.1149442920186288,False,2023.0,4.0,2.0,Thursday,52.593023255813954,-0.003023255813950243,High,22387.77,19,434.80368421052634,7,0.07633587786259542
TXN001816,CLI0064,2023-10-20 17:20:00,1533.56,EUR,1.0,1533.56,Virement international,Assurance Vie,Lille-Grand-Place,Credit,Complete,800.0,Premium,42100.74,,False,False,False,0.122094100036954,False,1.3521882261438014,False,2023.0,10.0,4.0,Friday,1533.56,0.0,Low,18179.59,16,-282.826875,6,0.04205607476635514
TXN001177,CLI0046,2022-04-02 06:06:00,-3766.42,USD,1.08,-3487.43,Virement international,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,841.0,Premium,3740.88,,False,False,False,-0.24753988456919912,False,1.67954237903914,False,2022.0,4.0,2.0,Saturday,-3487.4259259259256,-0.0040740740741966874,Low,24894.690000000002,15,-136.53400000000002,6,0.04519774011299435
TXN000577,CLI0022,2022-05-11 13:57:00,3034.79,EUR,1.0,3034.79,Virement international,Livret A,,Credit,Complete,787.0,Premium,42006.54,,False,False,False,0.2267936699806699,False,1.2483930069330842,False,2022.0,5.0,2.0,Wednesday,3034.79,0.0,Low,224215.17,16,-11950.029375,8,
TXN001700,CLI0046,2023-01-17 10:29:00,2004.58,EUR,1.0,2004.58,Depot especes,Livret A,Bordeaux-Meriadeck,Credit,Complete,645.0,Premium,30250.34,,False,False,False,0.15494422389198562,False,0.11462984324678945,False,2023.0,1.0,1.0,Tuesday,2004.58,0.0,Medium,24894.690000000002,15,-136.53400000000002,6,0.04519774011299435
TXN001781,CLI0131,2024-07-03 04:52:00,2293.04,EUR,1.0,2293.04,Prelevement,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,838.0,Premium,26389.61,,False,False,False,0.1750621524878465,False,1.655589636144359,False,2024.0,7.0,3.0,Wednesday,2293.04,0.0,Low,24821.3,16,-536.89375,6,0.05572755417956656
TXN001167,CLI0002,2022-02-26 18:36:00,-3123.72,EUR,1.0,-3123.72,Virement international,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,645.0,Standard,31081.53,,False,False,False,-0.20271636412074936,False,0.11462984324678945,False,2022.0,2.0,1.0,Saturday,-3123.72,0.0,Medium,13138.46,12,-403.41166666666663,6,0.04013377926421405
TXN001377,CLI0004,2023-02-27 14:09:00,483.61,EUR,1.0,483.61,Remboursement credit,Livret A,Bordeaux-Meriadeck,Credit,Complete,586.0,Standard,16323.07,,False,False,False,0.04886793651610479,False,-0.35644076701723443,False,2023.0,2.0,1.0,Monday,483.61,0.0,Medium,15621.52,16,-94.13125000000001,7,0.04519774011299435
TXN000822,CLI0029,2022-08-14 07:06:00,-2871.58,EUR,1.0,-2871.58,Interets,Livret A,Paris-Centre,Debit,Complete,696.0,Standard,6005.71,,False,False,False,-0.18513148401203286,False,0.5218264724580643,False,2022.0,8.0,3.0,Sunday,-2871.58,0.0,Medium,-186191.58000000002,12,-17071.90166666667,5,0.06578947368421052
TXN000384,CLI0064,2022-07-12 16:42:00,-2947.24,EUR,1.0,-2947.24,Virement,Assurance Vie,Lille-Grand-Place,Debit,En attente,800.0,Premium,8014.71,,False,False,False,-0.19040820341008746,False,1.3521882261438014,False,2022.0,7.0,3.0,Tuesday,-2947.24,0.0,Low,18179.59,16,-282.826875,6,0.04205607476635514
TXN000719,CLI0102,2023-03-14 03:22:00,-1003.94,EUR,1.0,-1003.94,Remboursement credit,PEA,Marseille-Vieux-Port,Debit,Complete,645.0,Standard,10717.12,,False,False,False,-0.05487755569346641,False,0.11462984324678945,False,2023.0,3.0,1.0,Tuesday,-1003.94,0.0,Medium,11826.730000000003,9,689.6277777777779,6,0.05572755417956656
TXN001454,CLI0083,2022-12-29 20:33:00,627.9,EUR,1.0,627.9,Virement,Credit Auto,Lyon-Part-Dieu,Credit,Complete,643.0,Standard,31386.19,,False,False,False,0.0589310853655008,False,0.0986613479836022,False,2022.0,12.0,4.0,Thursday,627.9,0.0,Medium,22154.089999999997,18,543.5672222222222,7,0.04013377926421405
TXN000392,CLI0017,2024-10-15 17:09:00,-1858.47,EUR,1.0,-1858.47,Remboursement credit,PEA,Bordeaux-Meriadeck,Debit,Complete,649.0,Standard,26207.71,,False,False,False,-0.11447463509102943,False,0.14656683377316393,False,2024.0,10.0,4.0,Tuesday,-1858.47,0.0,Medium,26930.850000000002,20,384.0065,8,0.04519774011299435
TXN000995,CLI0051,2024-03-21 22:14:00,-906.05,GBP,0.86,-1053.55,Depot especes,PEA,Marseille-Vieux-Port,Debit,Complete,645.0,Premium,10859.19,,False,False,False,-0.04805045997742666,False,0.11462984324678945,False,2024.0,3.0,1.0,Thursday,-1053.546511627907,-0.0034883720929883566,Medium,21676.81,17,-401.28058823529415,7,0.05572755417956656
TXN000058,CLI0080,2023-01-07 04:36:00,-5327.29,EUR,1.0,-5327.29,Virement international,Compte Courant,,Debit,Complete,758.0,Premium,26571.09,,True,False,True,-0.3563988986696686,False,1.016849825616869,False,2023.0,1.0,1.0,Saturday,-5327.29,0.0,Low,10469.43,6,-748.9916666666667,4,
TXN001874,CLI0092,2022-03-17 04:06:00,1029.14,EUR,1.0,1029.14,Virement international,PEA,Nantes-Commerce,Credit,Rejete,717.0,Standard,26897.5,,False,False,False,0.08691457586610135,False,0.6894956727215305,False,2022.0,3.0,1.0,Thursday,1029.14,0.0,Low,44551.54,19,-581.2315789473685,6,0.085
TXN000722,CLI0035,2023-10-14 21:30:00,-726.61,EUR,1.0,-726.61,Virement international,Credit Auto,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,32065.54,,False,False,False,-0.035535861394464435,False,-0.24466130017492368,False,2023.0,10.0,4.0,Saturday,-726.61,0.0,Medium,19252.110000000004,13,-233.87769230769234,7,0.04013377926421405
TXN001877,CLI0131,,-294.51,EUR,1.0,-294.51,Retrait DAB,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,838.0,Premium,15108.7,,False,False,False,-0.0054001165900842705,False,1.655589636144359,False,,,,,-294.51,0.0,Low,24821.3,16,-536.89375,6,0.05572755417956656
TXN001442,CLI0076,2023-09-27 18:39:00,2387.28,USD,1.08,2210.44,Virement,Credit Immobilier,Lyon-Part-Dieu,Credit,En attente,326.0,Risque,5506.91,,False,False,False,0.18163468798973217,False,-2.432345151231577,False,2023.0,9.0,3.0,Wednesday,2210.4444444444443,-0.00444444444428882,High,178556.43999999997,16,8980.465,8,0.04013377926421405
TXN000545,CLI0135,2022-06-06 03:52:00,-437.13,EUR,1.0,-437.13,Prelevement,PEA,,Debit,Complete,593.0,Standard,18192.17,,False,False,False,-0.01534679542368922,False,-0.30055103359607904,False,2022.0,6.0,2.0,Monday,-437.13,0.0,Medium,25240.969999999998,17,-807.7217647058824,8,
TXN001651,CLI0105,2022-01-27 20:01:00,-1223.46,EUR,1.0,-1223.46,Interets,Compte Courant,Nice-Massena,Debit,Complete,634.0,Standard,19404.18,,False,False,False,-0.07018743465541395,False,0.026803119299259565,False,2022.0,1.0,1.0,Thursday,-1223.46,0.0,Medium,104176.47999999998,16,-5958.381249999999,8,0.07633587786259542
TXN000999,CLI0006,2023-02-20 03:16:00,485.25,EUR,1.0,485.25,Paiement CB,Compte Epargne,Toulouse-Capitole,Credit,Complete,620.0,Standard,4743.81,,False,False,False,0.04898231425616307,False,-0.08497634754305118,False,2023.0,2.0,1.0,Monday,485.25,0.0,Medium,21467.420000000002,16,-157.87375,6,0.06806282722513089
TXN000117,CLI0107,2022-02-24 19:30:00,147.45,USD,1.08,136.53,Paiement CB,Credit Consommation,Lille-Grand-Place,Credit,Complete,420.0,Risque,29217.81,,False,False,False,0.025423289505134096,False,-1.6818258738617762,False,2022.0,2.0,1.0,Thursday,136.52777777777777,0.002222222222229675,High,11043.29,10,-361.45500000000004,7,0.04205607476635514
TXN001354,CLI0085,2023-02-15 00:43:00,-1317.03,EUR,1.0,-1317.03,Depot especes,Credit Consommation,Toulouse-Capitole,Debit,En attente,390.0,Risque,1132.48,,False,False,False,-0.07671324266593432,False,-1.9213533028095848,False,2023.0,2.0,1.0,Wednesday,-1317.03,0.0,High,30829.010000000002,16,-724.453125,8,0.06806282722513089
TXN000270,CLI0096,2024-08-07 03:30:03,45.76,EUR,1.0,45.76,Paiement CB,Livret A,Lyon-Part-Dieu,Credit,Complete,710.0,Standard,9807.74,,False,False,False,0.01833117219627638,False,0.633605939300375,False,2024.0,8.0,3.0,Wednesday,45.76,0.0,Low,33110.83,20,-21.814499999999992,8,0.04013377926421405
TXN000723,CLI0060,2022-09-12 09:15:00,2226.84,EUR,1.0,2226.84,Virement,Livret A,Marseille-Vieux-Port,Credit,Complete,842.0,Premium,18788.73,,False,False,False,0.1704451973708598,False,1.6875266266707336,False,2022.0,9.0,3.0,Monday,2226.84,0.0,Low,21599.140000000003,12,1200.8716666666667,7,0.05572755417956656
TXN001484,CLI0136,2024-10-30 03:35:00,-5742.8,EUR,1.0,-5742.8,Virement international,Compte Courant,Paris-Centre,Debit,Rejete,590.0,Standard,24532.64,,True,False,True,-0.38537761499382506,False,-0.32450377649085993,False,2024.0,10.0,4.0,Wednesday,-5742.8,0.0,Medium,18775.199999999997,11,-1375.2581818181818,7,0.06578947368421052
TXN000082,CLI0026,2022-10-09 01:18:00,-7355.69,USD,1.08,-6810.82,Virement international,Credit Immobilier,Lille-Grand-Place,Debit,Complete,699.0,Standard,23508.6,,True,False,True,-0.4978646352149237,False,0.5457792153528452,False,2022.0,10.0,4.0,Sunday,-6810.824074074073,0.004074074073287193,Medium,27174.649999999998,15,-824.6553333333334,7,0.04205607476635514
TXN001675,CLI0011,2024-12-23 06:07:00,-2835.13,EUR,1.0,-2835.13,Depot especes,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,672.0,Standard,37119.52,,False,False,False,-0.18258936899671313,False,0.3302045292998173,False,2024.0,12.0,4.0,Monday,-2835.13,0.0,Medium,113017.77,15,-6188.332666666667,6,0.04519774011299435
TXN001368,CLI0021,2023-09-30 17:48:00,279.83,EUR,1.0,279.83,Retrait DAB,Assurance Vie,Marseille-Vieux-Port,Credit,En attente,697.0,Standard,32929.2,,False,False,False,0.034655804888619045,False,0.5298107200896579,False,2023.0,9.0,3.0,Saturday,279.83,0.0,Medium,13902.65,11,785.919090909091,5,0.05572755417956656
TXN001363,CLI0002,2022-06-24 04:53:00,-948.62,GBP,0.86,-1103.05,Virement international,Livret A,Lyon-Part-Dieu,Debit,Complete,606.0,Standard,23724.15,,False,False,False,-0.05101939924223217,False,-0.19675581438536194,False,2022.0,6.0,2.0,Friday,-1103.046511627907,-0.0034883720929883566,Medium,13138.46,12,-403.41166666666663,6,0.04013377926421405
TXN000753,CLI0017,2024-02-21 20:41:00,6323.64,EUR,1.0,6323.64,Virement international,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,649.0,Standard,11255.19,,True,False,True,0.4561663714384013,False,0.14656683377316393,False,2024.0,2.0,1.0,Wednesday,6323.64,0.0,Medium,26930.850000000002,20,384.0065,8,0.04519774011299435
TXN001937,CLI0079,2023-01-16 14:18:00,414.24,EUR,1.0,414.24,Retrait DAB,PEA,Paris-Centre,Credit,Complete,689.0,Standard,33618.78,,False,False,False,0.04402989759668833,False,0.46593673903690896,False,2023.0,1.0,1.0,Monday,414.24,0.0,Medium,22220.78,14,-114.12857142857149,7,0.06578947368421052
TXN001330,CLI0014,2023-06-12 03:52:00,-91.03,GBP,0.86,-105.85,Paiement CB,Credit Consommation,Marseille-Vieux-Port,Debit,En attente,673.0,Standard,12512.03,,False,False,False,0.008791092280073737,False,0.3381887769314109,False,2023.0,6.0,2.0,Monday,-105.84883720930233,-0.0011627906976627855,Medium,-85472.92000000001,12,7360.828333333335,5,0.05572755417956656
TXN000397,CLI0135,2023-01-02 17:47:00,287.91,EUR,1.0,287.91,Retrait DAB,PEA,Nantes-Commerce,Credit,Complete,593.0,Standard,35157.27,,False,False,False,0.035219324485979364,False,-0.30055103359607904,False,2023.0,1.0,1.0,Monday,287.91,0.0,Medium,25240.969999999998,17,-807.7217647058824,8,0.085
TXN001367,CLI0036,2022-07-14 08:49:00,1034.67,EUR,1.0,1034.67,Prelevement,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,572.0,Standard,29153.19,,False,False,False,0.08730025202617592,False,-0.4682202338595452,False,2022.0,7.0,3.0,Thursday,1034.67,0.0,High,19039.65,18,-42.36277777777781,8,0.05572755417956656
TXN000521,CLI0135,2024-12-25 21:52:00,-1621.92,EUR,1.0,-1621.92,Prelevement,PEA,Nantes-Commerce,Debit,Complete,593.0,Standard,47273.73,,False,False,False,-0.09797704093811083,False,-0.30055103359607904,False,2024.0,12.0,4.0,Wednesday,-1621.92,0.0,Medium,25240.969999999998,17,-807.7217647058824,8,0.085
TXN000019,CLI0103,2023-10-07 08:20:00,391.97,EUR,1.0,391.97,Virement,Compte Courant,Paris-Centre,Credit,Complete,683.0,Standard,27175.42,,False,False,False,0.042476731577726176,False,0.4180312532473472,False,2023.0,10.0,4.0,Saturday,391.97,0.0,Medium,21623.01,16,-1135.0106250000001,8,0.06578947368421052
TXN001053,CLI0127,2023-12-09 14:44:00,1870.86,CHF,0.97,1928.72,Remboursement credit,Credit Auto,Nice-Massena,Credit,Complete,691.0,Standard,16396.77,,False,False,False,0.1456182535257701,False,0.4819052343000962,False,2023.0,12.0,4.0,Saturday,1928.721649484536,-0.0016494845360739419,Medium,32951.009999999995,20,123.45549999999999,8,0.07633587786259542
TXN000272,CLI0118,2023-01-05 02:31:00,1031.26,EUR,1.0,1031.26,Depot especes,PEA,Lille-Grand-Place,Credit,Complete,641.0,Standard,335.2,,False,False,False,0.087062430017884,False,0.08269285272041495,False,2023.0,1.0,1.0,Thursday,1031.26,0.0,Medium,27600.21,13,1009.7253846153847,7,0.04205607476635514
TXN001695,CLI0072,2024-01-13 21:17:00,-5965.17,EUR,1.0,-5965.17,Virement international,Credit Auto,Marseille-Vieux-Port,Debit,Complete,606.0,Standard,42222.66,,True,False,True,-0.4008862601503861,False,-0.19675581438536194,False,2024.0,1.0,1.0,Saturday,-5965.17,0.0,Medium,30859.34,16,178.84249999999997,7,0.05572755417956656
TXN000489,CLI0028,2022-07-31 01:04:00,257.72,USD,1.08,238.63,Interets,Credit Auto,Lyon-Part-Dieu,Credit,Complete,667.0,Standard,24935.3,,False,False,False,0.03311379767356502,False,0.2902832911418492,False,2022.0,7.0,3.0,Sunday,238.62962962962965,0.00037037037034792775,Medium,21689.84,13,-396.34307692307686,6,0.04013377926421405
TXN001796,CLI0035,2024-08-31 04:48:00,-1871.16,EUR,1.0,-1871.16,Virement,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,21949.85,,False,False,False,-0.1153596677259926,False,-0.24466130017492368,False,2024.0,8.0,3.0,Saturday,-1871.16,0.0,Medium,19252.110000000004,13,-233.87769230769234,7,0.04013377926421405
TXN001112,CLI0103,,79.83,EUR,1.0,79.83,Retrait DAB,Livret A,Paris-Centre,Credit,Complete,683.0,Standard,10560.93,,False,False,False,0.020707300003462756,False,0.4180312532473472,False,,,,,79.83,0.0,Medium,21623.01,16,-1135.0106250000001,8,0.06578947368421052
TXN001308,CLI0024,2022-04-13 08:05:00,-1599.5,EUR,1.0,-1599.5,Depot especes,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,592.0,Standard,42939.16,,False,False,False,-0.09641341354048481,False,-0.3085352812276727,False,2022.0,4.0,2.0,Wednesday,-1599.5,0.0,Medium,21030.41,12,272.8325,6,0.04013377926421405
TXN001300,CLI0070,2023-05-20 13:14:00,763.97,EUR,1.0,763.97,Interets,Credit Immobilier,Nantes-Commerce,Credit,En attente,425.0,Risque,14045.59,,False,False,False,0.06842095066411688,False,-1.641904635703808,False,2023.0,5.0,2.0,Saturday,763.97,0.0,High,211701.12000000002,13,15569.852307692308,7,0.085
TXN000641,CLI0034,2022-06-09 11:43:00,1602.45,EUR,1.0,1602.45,Interets,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,457.0,Risque,29256.76,,False,False,False,0.1268986625446461,False,-1.386408711492812,False,2022.0,6.0,2.0,Thursday,1602.45,0.0,High,11456.22,13,26.430769230769222,6,0.04519774011299435
TXN001032,CLI0074,2024-10-28 17:53:00,-376.7,EUR,1.0,-376.7,Retrait DAB,Credit Consommation,Nantes-Commerce,Debit,Complete,633.0,Standard,23437.64,,False,False,False,-0.011132254672639248,False,0.01881887166766594,False,2024.0,10.0,4.0,Monday,-376.7,0.0,Medium,27366.42,15,-433.76666666666665,7,0.085
TXN000779,CLI0142,2022-04-09 05:20:00,-474.32,EUR,1.0,-474.32,Paiement CB,PEA,Toulouse-Capitole,Debit,Complete,676.0,Standard,33922.81,,False,False,False,-0.01794051990708403,False,0.3621415198261918,False,2022.0,4.0,2.0,Saturday,-474.32,0.0,Medium,31038.29,16,-345.95062499999995,7,0.06806282722513089
TXN001074,CLI0038,2022-08-17 23:10:00,195.9,USD,1.08,181.39,Paiement CB,Credit Immobilier,Bordeaux-Meriadeck,Credit,En attente,645.0,Risque,39798.1,,False,False,False,0.028802314813563212,False,0.11462984324678945,False,2022.0,8.0,3.0,Wednesday,181.38888888888889,0.0011111111111006267,Medium,24983.12,15,1016.6893333333334,6,0.04519774011299435
TXN001978,CLI0015,2023-08-17 13:17:00,-219.12,EUR,1.0,-219.12,Depot especes,PEA,Lyon-Part-Dieu,Debit,Complete,645.0,Standard,26567.2,,False,False,False,-0.0001422276736246081,False,0.11462984324678945,False,2023.0,8.0,3.0,Thursday,-219.12,0.0,Medium,10808.05,11,-300.23181818181814,5,0.04013377926421405
TXN001233,CLI0016,2022-01-07 10:22:00,-2483.27,EUR,1.0,-2483.27,Interets,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,716.0,Standard,47837.71,,False,False,False,-0.15804976435225765,False,0.6815114250899368,False,2022.0,1.0,1.0,Friday,-2483.27,0.0,Low,20728.21,15,-638.6980000000001,8,0.04519774011299435
TXN000465,CLI0116,2024-07-04 06:13:00,-347.13,EUR,1.0,-347.13,Paiement CB,Assurance Vie,Nice-Massena,Debit,En attente,620.0,Standard,46840.16,,False,False,False,-0.009069968225368891,False,-0.08497634754305118,False,2024.0,7.0,3.0,Thursday,-347.13,0.0,Medium,15269.600000000002,13,383.33076923076925,7,0.07633587786259542
TXN000223,CLI0054,2023-06-27 03:05:03,514.97,EUR,1.0,514.97,Interets,Compte Courant,Bordeaux-Meriadeck,Credit,Complete,347.0,Risque,42843.01,,False,False,False,0.05105506208209729,False,-2.264675950968111,False,2023.0,6.0,2.0,Tuesday,514.97,0.0,High,23891.25,15,-158.16866666666658,8,0.04519774011299435
TXN000178,CLI0037,2024-07-21 06:33:00,-3966.82,EUR,1.0,-3966.82,Virement international,Credit Auto,Lille-Grand-Place,Debit,Complete,622.0,Standard,22677.11,,False,False,False,-0.2615162864641257,False,-0.06900785227986393,False,2024.0,7.0,3.0,Sunday,-3966.82,0.0,Medium,19274.36,12,-103.86666666666667,6,0.04205607476635514
TXN000895,CLI0053,,-88.73,EUR,1.0,-88.73,Prelevement,Compte Epargne,Paris-Centre,Debit,Complete,605.0,Standard,5316.28,,False,False,False,0.008951500086253034,False,-0.20474006201695555,False,,,,,-88.73,0.0,Medium,18476.480000000003,15,250.66933333333336,7,0.06578947368421052
